PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Subluxation,Atlanta Hawks,ATL@OKC,10/27/2024
"Hunter, De'Andre",Questionable,Injury/Illness - Right Knee; Inflammation,Atlanta Hawks,ATL@OKC,10/27/2024
"Lundy, Seth",Out,Injury/Illness - Left Ankle; Sprain,Atlanta Hawks,ATL@OKC,10/27/2024
"Zeller, Cody",Out,Not With Team,Atlanta Hawks,ATL@OKC,10/27/2024
"Hartenstein, Isaiah",Out,Injury/Illness - Left Hand; Fracture,Oklahoma City Thunder,ATL@OKC,10/27/2024
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,ATL@OKC,10/27/2024
"Williams, Jaylin",Out,Injury/Illness - Right Hamstring; Strain,Oklahoma City Thunder,ATL@OKC,10/27/2024
"Williams, Kenrich",Out,Injury/Illness - Right Knee; Surgery,Oklahoma City Thunder,ATL@OKC,10/27/2024
"Beekman, Reece",Out,G League - Two-Way,Golden State Warriors,LAC@GSW,10/27/2024
"Podziemski, Brandin",Available,Injury/Illness - N/a; Facemask,Golden State Warriors,LAC@GSW,10/27/2024
"Post, Quinten",Out,G League - Two-Way,Golden State Warriors,LAC@GSW,10/27/2024
"Spencer, Pat",Out,G League - Two-Way,Golden State Warriors,LAC@GSW,10/27/2024
"Furphy, Johnny",Out,Injury/Illness - N/a; Strep throat,Indiana Pacers,IND@ORL,10/28/2024
"Newton, Tristen",Out,G League - Two-Way,Indiana Pacers,IND@ORL,10/28/2024
"Wiseman, James",Out,Injury/Illness - Left Achilles Tendon; Tear,Indiana Pacers,IND@ORL,10/28/2024
"Bitadze, Goga",Questionable,Injury/Illness - Left Foot; Sore,Orlando Magic,IND@ORL,10/28/2024
"da Silva, Tristan",Questionable,Injury/Illness - N/a; Illness,Orlando Magic,IND@ORL,10/28/2024
"Isaac, Jonathan",Questionable,Injury/Illness - Left Hip; Contusion,Orlando Magic,IND@ORL,10/28/2024
"Wagner, Franz",Questionable,Injury/Illness - N/a; Illness,Orlando Magic,IND@ORL,10/28/2024
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,CLE@NYK,10/28/2024
"Porter Jr., Craig",Questionable,Injury/Illness - Right Thumb; Sprain,Cleveland Cavaliers,CLE@NYK,10/28/2024
"Strus, Max",Out,Injury/Illness - Right Ankle; Sprain,Cleveland Cavaliers,CLE@NYK,10/28/2024
"Thor, JT",Out,G League - Two-Way,Cleveland Cavaliers,CLE@NYK,10/28/2024
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,CLE@NYK,10/28/2024
"Achiuwa, Precious",Out,Injury/Illness - Left Hamstring; Strained,New York Knicks,CLE@NYK,10/28/2024
"Hart, Josh",Questionable,Injury/Illness - Right Ankle; Impingement,New York Knicks,CLE@NYK,10/28/2024
"McBride, Miles",Probable,Injury/Illness - Left Knee; Hyper Extension,New York Knicks,CLE@NYK,10/28/2024
"McCullar Jr., Kevin",Out,G League - Two-Way,New York Knicks,CLE@NYK,10/28/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,CLE@NYK,10/28/2024
"Hall, PJ",Out,G League - Two-Way,Denver Nuggets,DEN@TOR,10/28/2024
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@TOR,10/28/2024
"Jones, Spencer",Out,G League - Two-Way,Denver Nuggets,DEN@TOR,10/28/2024
"Barrett, RJ",Questionable,Injury/Illness - Right Shoulder; AC Joint; Sprain,Toronto Raptors,DEN@TOR,10/28/2024
"Brown, Bruce",Out,Injury/Illness - Right Knee; Arthroscopic Surgical Procedure,Toronto Raptors,DEN@TOR,10/28/2024
"Chomche, Ulrich",Out,G League - Two-Way,Toronto Raptors,DEN@TOR,10/28/2024
"Olynyk, Kelly",Out,Injury/Illness - Back; Lumbar; Strain,Toronto Raptors,DEN@TOR,10/28/2024
"Quickley, Immanuel",Doubtful,Injury/Illness - Right Pelvic; Contusion,Toronto Raptors,DEN@TOR,10/28/2024
"Walter, Ja'Kobe",Out,G League - On Assignment,Toronto Raptors,DEN@TOR,10/28/2024
"Klintman, Bobi",Out,Injury/Illness - Right Calf; Contusion,Detroit Pistons,DET@MIA,10/28/2024
"Thompson, Ausar",Out,Return to Competition Reconditioning,Detroit Pistons,DET@MIA,10/28/2024
"Christopher, Josh",Out,G League - Two-Way,Miami Heat,DET@MIA,10/28/2024
"Love, Kevin",Out,Personal Reasons,Miami Heat,DET@MIA,10/28/2024
"Antetokounmpo, Giannis",Probable,Injury/Illness - Right Patella; Tendinitis,Milwaukee Bucks,MIL@BOS,10/28/2024
"Middleton, Khris",Out,Injury/Illness - Bilateral Ankle; Surgery,Milwaukee Bucks,MIL@BOS,10/28/2024
"Umude, Stanley",Out,G League - Two-Way,Milwaukee Bucks,MIL@BOS,10/28/2024
"Hauser, Sam",Questionable,Injury/Illness - Low Back; Pain,Boston Celtics,MIL@BOS,10/28/2024
"Porzingis, Kristaps",Out,Injury/Illness - Left Posterior Tibialis Tendon; Surgery Rehabilitation,Boston Celtics,MIL@BOS,10/28/2024
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,WAS@ATL,10/28/2024
"Brogdon, Malcolm",Out,Injury/Illness - Right Hand; Thumb Surgery,Washington Wizards,WAS@ATL,10/28/2024
"Barlow, Dominick",Out,G League - Two-Way,Atlanta Hawks,WAS@ATL,10/28/2024
"Bogdanovic, Bogdan",Out,Injury/Illness - Right Hamstring; Tendinopathy,Atlanta Hawks,WAS@ATL,10/28/2024
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Subluxation,Atlanta Hawks,WAS@ATL,10/28/2024
"Gueye, Mouhamed",Questionable,G League - On Assignment,Atlanta Hawks,WAS@ATL,10/28/2024
"Hunter, De'Andre",Questionable,Injury/Illness - Right Knee; Inflammation,Atlanta Hawks,WAS@ATL,10/28/2024
"Lundy, Seth",Out,G League - Two-Way,Atlanta Hawks,WAS@ATL,10/28/2024
"Okongwu, Onyeka",Out,Injury/Illness - Left Big Toe; Injury Management,Atlanta Hawks,WAS@ATL,10/28/2024
"Wallace, Keaton",Questionable,G League - Two-Way,Atlanta Hawks,WAS@ATL,10/28/2024
"Zeller, Cody",Out,Not With Team,Atlanta Hawks,WAS@ATL,10/28/2024
"Ball, Lonzo",Available,Injury Management,Chicago Bulls,CHI@MEM,10/28/2024
"Liddell, E.J.",Out,G League - On Assignment,Chicago Bulls,CHI@MEM,10/28/2024
"Steward, DJ",Out,G League - On Assignment,Chicago Bulls,CHI@MEM,10/28/2024
"Jackson, GG",Out,Injury/Illness - Right Fifth Metatarsal; Repair,Memphis Grizzlies,CHI@MEM,10/28/2024
"Kennard, Luke",Out,Injury/Illness - Left Foot; Muscle Strain,Memphis Grizzlies,CHI@MEM,10/28/2024
"Konchar, John",Questionable,Injury/Illness - Right Foot; Soreness,Memphis Grizzlies,CHI@MEM,10/28/2024
"Morant, Ja",Questionable,Injury/Illness - Right Thigh; Soreness,Memphis Grizzlies,CHI@MEM,10/28/2024
"Spencer, Cam",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,CHI@MEM,10/28/2024
"Williams Jr., Vince",Out,Injury/Illness - Left Tibial; Stress Reaction,Memphis Grizzlies,CHI@MEM,10/28/2024
"Adams, Steven",Questionable,Injury/Illness - Right Knee; Injury Recovery; Left Calf Strain,Houston Rockets,HOU@SAS,10/28/2024
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,HOU@SAS,10/28/2024
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,HOU@SAS,10/28/2024
"Williams, Nate",Out,G League - Two-Way,Houston Rockets,HOU@SAS,10/28/2024
"Jones, Tre",Out,Injury/Illness - Right Ankle; Sprain,San Antonio Spurs,HOU@SAS,10/28/2024
"Vassell, Devin",Out,Injury/Illness - Right Third Metatarsal Head; Stress Reaction Surgery,San Antonio Spurs,HOU@SAS,10/28/2024
"Collier, Isaiah",Out,Injury/Illness - Right Hamstring;,Utah Jazz,UTA@DAL,10/28/2024
"Eubanks, Drew",Questionable,Injury/Illness - N/A; Illness,Utah Jazz,UTA@DAL,10/28/2024
"Juzang, Johnny",Out,Injury/Illness - Right Thumb; Sprain,Utah Jazz,UTA@DAL,10/28/2024
"Potter, Micah",Out,G League - Two-Way,Utah Jazz,UTA@DAL,10/28/2024
"Preston, Jason",Out,G League - Two-Way,Utah Jazz,UTA@DAL,10/28/2024
"Tshiebwe, Oscar",Out,G League - Two-Way,Utah Jazz,UTA@DAL,10/28/2024
"Exum, Dante",Out,Injury/Illness - Right Wrist; Surgery,Dallas Mavericks,UTA@DAL,10/28/2024
"Gortman, Jazian",Out,G League - Two-Way,Dallas Mavericks,UTA@DAL,10/28/2024
"Kleber, Maxi",Out,Injury/Illness - Right Hamstring; Strain,Dallas Mavericks,UTA@DAL,10/28/2024
"Hood-Schifino, Jalen",Out,G League - On Assignment,Los Angeles Lakers,LAL@PHX,10/28/2024
"Koloko, Christian",Out,Return to Competition Reconditioning,Los Angeles Lakers,LAL@PHX,10/28/2024
"Lewis, Maxwell",Out,G League - On Assignment,Los Angeles Lakers,LAL@PHX,10/28/2024
"Olivari, Quincy",Out,G League - Two-Way,Los Angeles Lakers,LAL@PHX,10/28/2024
"Traore, Armel",Out,G League - Two-Way,Los Angeles Lakers,LAL@PHX,10/28/2024
"Vanderbilt, Jarred",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@PHX,10/28/2024
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery Recovery,Los Angeles Lakers,LAL@PHX,10/28/2024
"Beal, Bradley",Questionable,Injury/Illness - Right Elbow; Soreness,Phoenix Suns,LAL@PHX,10/28/2024
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,LAL@PHX,10/28/2024
"Okogie, Josh",Out,Injury/Illness - Right Hamstring; Strain,Phoenix Suns,LAL@PHX,10/28/2024
"Washington Jr., TyTy",Out,G League - Two-Way,Phoenix Suns,LAL@PHX,10/28/2024
"Carter, Devin",Out,Injury/Illness - Left Shoulder; Surgery,Sacramento Kings,POR@SAC,10/28/2024
"Robinson, Orlando",Out,Injury/Illness - Left MCL; Sprain,Sacramento Kings,POR@SAC,10/28/2024
"Exum, Dante",Out,Injury/Illness - Right Wrist; Surgery,Dallas Mavericks,DAL@MIN,10/29/2024
"Gortman, Jazian",Out,G League - Two-Way,Dallas Mavericks,DAL@MIN,10/29/2024
"Kleber, Maxi",Out,Injury/Illness - Right Hamstring; Strain,Dallas Mavericks,DAL@MIN,10/29/2024
"Clark, Jaylen",Out,G League - Two-Way,Minnesota Timberwolves,DAL@MIN,10/29/2024
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,DAL@MIN,10/29/2024
"Miller, Leonard",Out,G League - On Assignment,Minnesota Timberwolves,DAL@MIN,10/29/2024
"Hall, PJ",Out,G League - Two-Way,Denver Nuggets,DEN@BKN,10/29/2024
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@BKN,10/29/2024
"Jones, Spencer",Out,G League - Two-Way,Denver Nuggets,DEN@BKN,10/29/2024
"Murray, Jamal",Probable,Injury/Illness - Right Ankle; Sprain,Denver Nuggets,DEN@BKN,10/29/2024
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,DEN@BKN,10/29/2024
"Martin, Jaylen",Questionable,G League - Two-Way,Brooklyn Nets,DEN@BKN,10/29/2024
"Martin, Tyrese",Questionable,G League - Two-Way,Brooklyn Nets,DEN@BKN,10/29/2024
"Sharpe, Day'Ron",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,DEN@BKN,10/29/2024
"Simmons, Ben",Out,Injury/Illness - Lower Back; Injury Management,Brooklyn Nets,DEN@BKN,10/29/2024
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,DEN@BKN,10/29/2024
"Whitehead, Dariq",Questionable,G League - On Assignment,Brooklyn Nets,DEN@BKN,10/29/2024
"Yongxi, Cui",Questionable,G League - Two-Way,Brooklyn Nets,DEN@BKN,10/29/2024
"Matkovic, Karlo",Out,G League - On Assignment,New Orleans Pelicans,NOP@GSW,10/29/2024
"Murphy III, Trey",Out,Injury/Illness - Right Hamstring; Strain,New Orleans Pelicans,NOP@GSW,10/29/2024
"Murray, Dejounte",Out,Injury/Illness - Left Hand; Fracture,New Orleans Pelicans,NOP@GSW,10/29/2024
"Reeves, Antonio",Out,G League - On Assignment,New Orleans Pelicans,NOP@GSW,10/29/2024
"Curry, Stephen",Out,Injury/Illness - Left Peroneal; Strain,Golden State Warriors,NOP@GSW,10/29/2024
"Melton, De'Anthony",Out,Injury/Illness - Right Facet; Inflammation,Golden State Warriors,NOP@GSW,10/29/2024
"Podziemski, Brandin",Available,Injury/Illness - N/a; Facemask,Golden State Warriors,NOP@GSW,10/29/2024
"Wiggins, Andrew",Questionable,Injury/Illness - Low Back; Strain,Golden State Warriors,NOP@GSW,10/29/2024
"Barlow, Dominick",Out,G League - Two-Way,Atlanta Hawks,ATL@WAS,10/30/2024
"Bogdanovic, Bogdan",Out,Injury/Illness - Right Hamstring; Tendinopathy,Atlanta Hawks,ATL@WAS,10/30/2024
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Subluxation,Atlanta Hawks,ATL@WAS,10/30/2024
"Daniels, Dyson",Out,Injury/Illness - Right Hip Flexor; Strain,Atlanta Hawks,ATL@WAS,10/30/2024
"Hunter, De'Andre",Questionable,Injury/Illness - Right Knee; Inflammation,Atlanta Hawks,ATL@WAS,10/30/2024
"Krejci, Vit",Out,Injury/Illness - Right Adductor; Strain,Atlanta Hawks,ATL@WAS,10/30/2024
"Lundy, Seth",Out,G League - Two-Way,Atlanta Hawks,ATL@WAS,10/30/2024
"Zeller, Cody",Out,Not With Team,Atlanta Hawks,ATL@WAS,10/30/2024
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL SURGERY,Washington Wizards,ATL@WAS,10/30/2024
"Brogdon, Malcolm",Out,Injury/Illness - Right Hand; Thumb Surgery,Washington Wizards,ATL@WAS,10/30/2024
"Kuzma, Kyle",Out,Injury/Illness - Right Groin; Strain,Washington Wizards,ATL@WAS,10/30/2024
"Davison, JD",Out,G League - Two-Way,Boston Celtics,BOS@IND,10/30/2024
"Hauser, Sam",Probable,Injury/Illness - Low Back; Injury Management,Boston Celtics,BOS@IND,10/30/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,BOS@IND,10/30/2024
"Porzingis, Kristaps",Out,Injury/Illness - Left Posterior Tibialis Tendon; Surgery Rehabilitation,Boston Celtics,BOS@IND,10/30/2024
"Watson, Anton",Out,G League - Two-Way,Boston Celtics,BOS@IND,10/30/2024
"Furphy, Johnny",Questionable,Injury/Illness - N/A; Strep Throat,Indiana Pacers,BOS@IND,10/30/2024
"Jackson, Quenton",Questionable,G League - Two-Way,Indiana Pacers,BOS@IND,10/30/2024
"Newton, Tristen",Out,G League - Two-Way,Indiana Pacers,BOS@IND,10/30/2024
"Turner, Myles",Questionable,Injury/Illness - Left Ankle; Sprain,Indiana Pacers,BOS@IND,10/30/2024
"Wiseman, James",Out,Injury/Illness - Left Achilles Tendon; Tear,Indiana Pacers,BOS@IND,10/30/2024
"Klintman, Bobi",Out,Injury/Illness - Right Calf; Contusion,Detroit Pistons,DET@PHI,10/30/2024
"Thompson, Ausar",Out,Return to Competition Reconditioning,Detroit Pistons,DET@PHI,10/30/2024
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury Management,Philadelphia 76ers,DET@PHI,10/30/2024
"George, Paul",Out,Injury/Illness - Left Knee; Bone Bruise,Philadelphia 76ers,DET@PHI,10/30/2024
"Hood-Schifino, Jalen",Out,G League - On Assignment,Los Angeles Lakers,LAL@CLE,10/30/2024
"Koloko, Christian",Out,Return to Competition Reconditioning,Los Angeles Lakers,LAL@CLE,10/30/2024
"Lewis, Maxwell",Out,G League - On Assignment,Los Angeles Lakers,LAL@CLE,10/30/2024
"Olivari, Quincy",Out,G League - Two-Way,Los Angeles Lakers,LAL@CLE,10/30/2024
"Reaves, Austin",Probable,Injury/Illness - Left Thigh; Contusion,Los Angeles Lakers,LAL@CLE,10/30/2024
"Russell, D'Angelo",Questionable,Injury/Illness - Low Back; Soreness,Los Angeles Lakers,LAL@CLE,10/30/2024
"Traore, Armel",Out,G League - Two-Way,Los Angeles Lakers,LAL@CLE,10/30/2024
"Vanderbilt, Jarred",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@CLE,10/30/2024
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery Recovery,Los Angeles Lakers,LAL@CLE,10/30/2024
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,LAL@CLE,10/30/2024
"Porter Jr., Craig",Out,Injury/Illness - Right Thumb; Sprain,Cleveland Cavaliers,LAL@CLE,10/30/2024
"Strus, Max",Out,Injury/Illness - Right Ankle; Sprain,Cleveland Cavaliers,LAL@CLE,10/30/2024
"Thor, JT",Out,G League - Two-Way,Cleveland Cavaliers,LAL@CLE,10/30/2024
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,LAL@CLE,10/30/2024
"Barnes, Scottie",Out,Injury/Illness - Right Orbital; Fracture,Toronto Raptors,TOR@CHA,10/30/2024
"Brown, Bruce",Out,Injury/Illness - Right Knee; Arthroscopic Surgical Procedure,Toronto Raptors,TOR@CHA,10/30/2024
"Carton, D.J.",Out,G League - Two-Way,Toronto Raptors,TOR@CHA,10/30/2024
"Chomche, Ulrich",Out,G League - Two-Way,Toronto Raptors,TOR@CHA,10/30/2024
"Olynyk, Kelly",Out,Injury/Illness - Back; Lumbar strain,Toronto Raptors,TOR@CHA,10/30/2024
"Quickley, Immanuel",Doubtful,Injury/Illness - Right Pelvic; Contusion,Toronto Raptors,TOR@CHA,10/30/2024
"Walter, Ja'Kobe",Out,G League - On Assignment,Toronto Raptors,TOR@CHA,10/30/2024
"Jeffries, DaQuan",Out,Injury/Illness - Right Hand; Fracture,Charlotte Hornets,TOR@CHA,10/30/2024
"Micic, Vasilije",Questionable,Injury/Illness - N/A; Illness,Charlotte Hornets,TOR@CHA,10/30/2024
"Miller, Brandon",Out,Injury/Illness - Left Glute; Strain,Charlotte Hornets,TOR@CHA,10/30/2024
"Williams, Mark",Out,Injury/Illness - Left Foot; Tendon Strain,Charlotte Hornets,TOR@CHA,10/30/2024
"Achiuwa, Precious",Out,Injury/Illness - Left Hamstring; Strained,New York Knicks,NYK@MIA,10/30/2024
"Hart, Josh",Questionable,Injury/Illness - Right Leg; Lower Leg Contusion,New York Knicks,NYK@MIA,10/30/2024
"McCullar Jr., Kevin",Out,G League - Two-Way,New York Knicks,NYK@MIA,10/30/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,NYK@MIA,10/30/2024
"Christopher, Josh",Out,G League - Two-Way,Miami Heat,NYK@MIA,10/30/2024
"Love, Kevin",Out,Personal Reasons,Miami Heat,NYK@MIA,10/30/2024
"Richardson, Josh",Questionable,Injury/Illness - Left Calf; Strain,Miami Heat,NYK@MIA,10/30/2024
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,BKN@MEM,10/30/2024
"Claxton, Nic",Out,Injury/Illness - Left Hamstring; Injury Management,Brooklyn Nets,BKN@MEM,10/30/2024
"Sharpe, Day'Ron",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@MEM,10/30/2024
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@MEM,10/30/2024
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@MEM,10/30/2024
"Edey, Zach",Questionable,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,BKN@MEM,10/30/2024
"Jackson, GG",Out,Injury/Illness - Right Fifth Metatarsal; Repair,Memphis Grizzlies,BKN@MEM,10/30/2024
"Kennard, Luke",Out,Injury/Illness - Left Foot; Muscle Strain,Memphis Grizzlies,BKN@MEM,10/30/2024
"Konchar, John",Questionable,Injury/Illness - Right Posterior Tibial; Tibial Tendinitis,Memphis Grizzlies,BKN@MEM,10/30/2024
"Morant, Ja",Questionable,Injury/Illness - Right Thigh; Soreness,Memphis Grizzlies,BKN@MEM,10/30/2024
"Spencer, Cam",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,BKN@MEM,10/30/2024
"Williams Jr., Vince",Out,Injury/Illness - Left Tibial; Stress Reaction,Memphis Grizzlies,BKN@MEM,10/30/2024
"Bitadze, Goga",Questionable,Injury/Illness - Left Foot; Tendon Strain,Orlando Magic,ORL@CHI,10/30/2024
"Isaac, Jonathan",Questionable,Injury/Illness - Left Hip; Contusion,Orlando Magic,ORL@CHI,10/30/2024
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,ORL@CHI,10/30/2024
"Queen, Trevelin",Out,G League - Two-Way,Orlando Magic,ORL@CHI,10/30/2024
"Ball, Lonzo",Out,Injury/Illness - Right Wrist; Soreness,Chicago Bulls,ORL@CHI,10/30/2024
"Liddell, E.J.",Out,G League - On Assignment,Chicago Bulls,ORL@CHI,10/30/2024
"Smith, Jalen",Questionable,Injury/Illness - Left Ankle; Sprain,Chicago Bulls,ORL@CHI,10/30/2024
"Steward, DJ",Out,G League - On Assignment,Chicago Bulls,ORL@CHI,10/30/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,SAS@OKC,10/30/2024
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,SAS@OKC,10/30/2024
"Jones, Tre",Out,Injury/Illness - Right Ankle; Sprain,San Antonio Spurs,SAS@OKC,10/30/2024
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,SAS@OKC,10/30/2024
"Vassell, Devin",Out,Injury/Illness - Right Third Metatarsal Head; Stress Reaction Surgery,San Antonio Spurs,SAS@OKC,10/30/2024
"Hartenstein, Isaiah",Out,Injury/Illness - Left Hand; Fracture,Oklahoma City Thunder,SAS@OKC,10/30/2024
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,SAS@OKC,10/30/2024
"Williams, Jaylin",Out,Injury/Illness - Right Hamstring; Strain,Oklahoma City Thunder,SAS@OKC,10/30/2024
"Williams, Kenrich",Out,Injury/Illness - Right Knee; Surgery,Oklahoma City Thunder,SAS@OKC,10/30/2024
"McGowens, Bryce",Out,G League - Two-Way,Portland Trail Blazers,POR@LAC,10/30/2024
"Minaya, Justin",Out,G League - Two-Way,Portland Trail Blazers,POR@LAC,10/30/2024
"Moore, Taze",Out,G League - Two-Way,Portland Trail Blazers,POR@LAC,10/30/2024
"Sharpe, Shaedon",Out,Injury/Illness - Left Shoulder; Labral Tear,Portland Trail Blazers,POR@LAC,10/30/2024
"Thybulle, Matisse",Out,Injury/Illness - Right Knee; Injury Maintenance,Portland Trail Blazers,POR@LAC,10/30/2024
"Williams III, Robert",Out,Injury/Illness - Left Hamstring; Strain,Portland Trail Blazers,POR@LAC,10/30/2024
"Bamba, Mo",Out,Injury/Illness - Left Knee; Injury,LA Clippers,POR@LAC,10/30/2024
"Christie, Cam",Out,G League - On Assignment,LA Clippers,POR@LAC,10/30/2024
"Flowers, Trentyn",Out,G League - Two-Way,LA Clippers,POR@LAC,10/30/2024
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Injury Recovery,LA Clippers,POR@LAC,10/30/2024
"Tucker, P.J.",Out,Not With Team,LA Clippers,POR@LAC,10/30/2024
"Antetokounmpo, Giannis",Probable,Injury/Illness - Right Patella; Tendinitis,Milwaukee Bucks,MIL@MEM,10/31/2024
"Johnson, AJ",Out,G League - On Assignment,Milwaukee Bucks,MIL@MEM,10/31/2024
"Livingston, Chris",Out,G League - On Assignment,Milwaukee Bucks,MIL@MEM,10/31/2024
"Middleton, Khris",Out,Injury/Illness - Bilateral Ankle; Surgery,Milwaukee Bucks,MIL@MEM,10/31/2024
"Umude, Stanley",Out,G League - Two-Way,Milwaukee Bucks,MIL@MEM,10/31/2024
"Bane, Desmond",Out,Injury/Illness - Right Oblique; Strain,Memphis Grizzlies,MIL@MEM,10/31/2024
"Jackson, GG",Out,Injury/Illness - Right Fifth Metatarsal; Repair,Memphis Grizzlies,MIL@MEM,10/31/2024
"Kennard, Luke",Out,Injury/Illness - Left Foot; Muscle Strain,Memphis Grizzlies,MIL@MEM,10/31/2024
"Konchar, John",Questionable,Injury/Illness - Right Quad; Contusion,Memphis Grizzlies,MIL@MEM,10/31/2024
"Smart, Marcus",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,MIL@MEM,10/31/2024
"Spencer, Cam",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,MIL@MEM,10/31/2024
"Williams Jr., Vince",Out,Injury/Illness - Left Tibial; Stress Reaction,Memphis Grizzlies,MIL@MEM,10/31/2024
"Adams, Steven",Questionable,Injury/Illness - Right Knee; Injury Recovery; Left Calf Strain,Houston Rockets,HOU@DAL,10/31/2024
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,HOU@DAL,10/31/2024
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,HOU@DAL,10/31/2024
"Williams, Nate",Out,G League - Two-Way,Houston Rockets,HOU@DAL,10/31/2024
"Edwards, Kessler",Out,G League - Two-Way,Dallas Mavericks,HOU@DAL,10/31/2024
