PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Fultz, Markelle",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,CHA@ORL,10/27/2021
"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,CHA@ORL,10/27/2021
"Moore, E'Twaun",Out,Injury/Illness - Left Knee; Sprained,Orlando Magic,CHA@ORL,10/27/2021
"Okeke, Chuma",Out,Injury/Illness - Right Hip; Bone bruise,Orlando Magic,CHA@ORL,10/27/2021
"Gallinari, Danilo",Questionable,Injury/Illness - Left Shoulder; Soreness,Atlanta Hawks,ATL@NOP,10/27/2021
"Hunter, De'Andre",Probable,Injury/Illness - Non-covid; Illness,Atlanta Hawks,ATL@NOP,10/27/2021
"Okongwu, Onyeka",Out,Injury/Illness - Right Shoulder; Injury Recovery,Atlanta Hawks,ATL@NOP,10/27/2021
"Williams, Lou",Questionable,Injury/Illness - Right Ankle; Soreness,Atlanta Hawks,ATL@NOP,10/27/2021
"Hart, Josh",Questionable,Injury/Illness - Right Quadriceps; Tendinosis,New Orleans Pelicans,ATL@NOP,10/27/2021
"Williamson, Zion",Out,Injury/Illness - Right Foot; Fracture,New Orleans Pelicans,ATL@NOP,10/27/2021
"LeVert, Caris",Questionable,Injury/Illness - Back; Sore,Indiana Pacers,IND@TOR,10/27/2021
"Martin, Kelan",Out,Injury/Illness - Left Hamstring; Strain,Indiana Pacers,IND@TOR,10/27/2021
"Warren, T.J.",Out,Injury/Illness - Left Navicular; Fracture,Indiana Pacers,IND@TOR,10/27/2021
"Siakam, Pascal",Out,Injury/Illness - Left Shoulder; Injury recovery,Toronto Raptors,IND@TOR,10/27/2021
"Watanabe, Yuta",Out,Injury/Illness - Left Calf; Strain,Toronto Raptors,IND@TOR,10/27/2021
"Irving, Kyrie",Out,Ineligible To Play,Brooklyn Nets,MIA@BKN,10/27/2021
"Garrett, Marcus",Out,G League - Two-Way,Miami Heat,MIA@BKN,10/27/2021
"Oladipo, Victor",Out,Injury/Illness - Right Knee; Injury Recovery,Miami Heat,MIA@BKN,10/27/2021
"Hauser, Sam",Out,G League - Two-Way,Boston Celtics,WAS@BOS,10/27/2021
"Horford, Al",Probable,Injury/Illness - Left Adductor; Strain,Boston Celtics,WAS@BOS,10/27/2021
"Langford, Romeo",Questionable,Injury/Illness - Left Calf; Strain,Boston Celtics,WAS@BOS,10/27/2021
"Pritchard, Payton",Available,Injury/Illness - Nasal Fracture; Face Mask,Boston Celtics,WAS@BOS,10/27/2021
"Thomas, Brodric",Out,G League - Two-Way,Boston Celtics,WAS@BOS,10/27/2021
"Bryant, Thomas",Out,Injury/Illness - Left Knee; Injury recovery,Washington Wizards,WAS@BOS,10/27/2021
"Gill, Anthony",Out,Injury/Illness - Right Calf; Right calf strain,Washington Wizards,WAS@BOS,10/27/2021
"Hachimura, Rui",Out,Not With Team,Washington Wizards,WAS@BOS,10/27/2021
"Neto, Raul",Questionable,Injury/Illness - Left Shoulder; Left shoulder contusion,Washington Wizards,WAS@BOS,10/27/2021
"Winston, Cassius",Out,Injury/Illness - Left Hamstring; Left hamstring strain,Washington Wizards,WAS@BOS,10/27/2021
"Ariza, Trevor",Out,Injury/Illness - Right Ankle; Injury recovery,Los Angeles Lakers,LAL@OKC,10/27/2021
"Davis, Anthony",Questionable,Injury/Illness - Right Knee; Soreness,Los Angeles Lakers,LAL@OKC,10/27/2021
"Doumbouya, Sekou",Out,G League - Two-Way,Los Angeles Lakers,LAL@OKC,10/27/2021
"Ellington, Wayne",Questionable,Injury/Illness - Left Hamstring; Strain,Los Angeles Lakers,LAL@OKC,10/27/2021
"Horton-Tucker, Talen",Out,Injury/Illness - Right Thumb; Injury recovery,Los Angeles Lakers,LAL@OKC,10/27/2021
"Huff, Jay",Out,G League - Two-Way,Los Angeles Lakers,LAL@OKC,10/27/2021
"James, LeBron",Out,Injury/Illness - Right Ankle; Soreness,Los Angeles Lakers,LAL@OKC,10/27/2021
"Nunn, Kendrick",Out,Injury/Illness - Right Knee; Bone bruise,Los Angeles Lakers,LAL@OKC,10/27/2021
"Krejci, Vit",Out,G League - On Assignment,Oklahoma City Thunder,LAL@OKC,10/27/2021
"Muscala, Mike",Out,Rest,Oklahoma City Thunder,LAL@OKC,10/27/2021
"Watson, Paul",Out,G League - Two-Way,Oklahoma City Thunder,LAL@OKC,10/27/2021
"Wiggins, Aaron",Out,G League - Two-Way,Oklahoma City Thunder,LAL@OKC,10/27/2021
"DiVincenzo, Donte",Out,Injury/Illness - Left Ankle; Injury recovery,Milwaukee Bucks,MIN@MIL,10/27/2021
"Holiday, Jrue",Out,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,MIN@MIL,10/27/2021
"Lopez, Brook",Out,Injury/Illness - Back; Soreness,Milwaukee Bucks,MIN@MIL,10/27/2021
"Ojeleye, Semi",Probable,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,MIN@MIL,10/27/2021
"Portis, Bobby",Probable,Injury/Illness - Left Hamstring; Strain,Milwaukee Bucks,MIN@MIL,10/27/2021
"Wright IV, McKinley",Out,G League - Two-Way,Minnesota Timberwolves,MIN@MIL,10/27/2021
"Brooks, Dillon",Out,Injury/Illness - Left Hand; Fracture Recovery,Memphis Grizzlies,MEM@POR,10/27/2021
"Powell, Norman",Questionable,Injury/Illness - Left Patellar; Tendinopathy,Portland Trail Blazers,MEM@POR,10/27/2021
"Snell, Tony",Out,Injury/Illness - Right Foot; Sprain,Portland Trail Blazers,MEM@POR,10/27/2021
"Payne, Cameron",Out,Injury/Illness - Right Hamstring; Strain,Phoenix Suns,SAC@PHX,10/27/2021
"Saric, Dario",Out,Injury/Illness - Right Acl; Tear,Phoenix Suns,SAC@PHX,10/27/2021
"King, Louis",Out,G League - Two-Way,Sacramento Kings,SAC@PHX,10/27/2021
"Queta, Neemias",Out,G League - Two-Way,Sacramento Kings,SAC@PHX,10/27/2021
"Ramsey, Jahmi'us",Out,G League - On Assignment,Sacramento Kings,SAC@PHX,10/27/2021
"Woodard II, Robert",Out,G League - On Assignment,Sacramento Kings,SAC@PHX,10/27/2021
"Fall, Tacko",Out,G League - Two-Way,Cleveland Cavaliers,CLE@LAC,10/27/2021
"Nembhard Jr., RJ",Out,G League - Two-Way,Cleveland Cavaliers,CLE@LAC,10/27/2021
"Okoro, Isaac",Doubtful,Injury/Illness - Left Hamstring; Strain,Cleveland Cavaliers,CLE@LAC,10/27/2021
"Ibaka, Serge",Out,Injury/Illness - Low Back; Injury Recovery,LA Clippers,CLE@LAC,10/27/2021
"Johnson, Keon",Questionable,Injury/Illness - Illness; N/A,LA Clippers,CLE@LAC,10/27/2021
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; ACL - Injury Recovery,LA Clippers,CLE@LAC,10/27/2021
"Morris Sr., Marcus",Out,Injury/Illness - Left Knee; Injury Maintenance,LA Clippers,CLE@LAC,10/27/2021
"Preston, Jason",Out,Injury/Illness - Right Foot; Injury Recovery,LA Clippers,CLE@LAC,10/27/2021
"Bogdanovic, Bogdan",Questionable,Injury/Illness - Right Ankle; Soreness,Atlanta Hawks,ATL@WAS,10/28/2021
"Huerter, Kevin",Probable,Injury/Illness - Right Ankle; Soreness,Atlanta Hawks,ATL@WAS,10/28/2021
"Okongwu, Onyeka",Out,Injury/Illness - Right Shoulder; Injury Recovery,Atlanta Hawks,ATL@WAS,10/28/2021
"Williams, Lou",Questionable,Injury/Illness - Right Ankle; Soreness,Atlanta Hawks,ATL@WAS,10/28/2021
"Young, Trae",Probable,Injury/Illness - Left Shin; Soreness,Atlanta Hawks,ATL@WAS,10/28/2021
"Bryant, Thomas",Out,Injury/Illness - Left Knee; Left ACL injury recovery,Washington Wizards,ATL@WAS,10/28/2021
"Gafford, Daniel",Out,Injury/Illness - Right Quad; Right quad contusion,Washington Wizards,ATL@WAS,10/28/2021
"Gill, Anthony",Out,Injury/Illness - Right Calf; Right calf strain,Washington Wizards,ATL@WAS,10/28/2021
"Hachimura, Rui",Out,Not With Team,Washington Wizards,ATL@WAS,10/28/2021
"Winston, Cassius",Out,Injury/Illness - Left Hamstring; Left hamstring strain,Washington Wizards,ATL@WAS,10/28/2021
"Cunningham, Cade",Out,G League - On Assignment,Detroit Pistons,DET@PHI,10/28/2021
"Grant, Jerami",Questionable,Injury/Illness - Left Elbow; Infection,Detroit Pistons,DET@PHI,10/28/2021
"Livers, Isaiah",Out,G League - On Assignment,Detroit Pistons,DET@PHI,10/28/2021
"Smith, Chris",Out,G League - Two-Way,Detroit Pistons,DET@PHI,10/28/2021
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Soreness,Philadelphia 76ers,DET@PHI,10/28/2021
"Henry, Aaron",Out,G League - Two-Way,Philadelphia 76ers,DET@PHI,10/28/2021
"Milton, Shake",Questionable,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,DET@PHI,10/28/2021
"Riller, Grant",Out,Injury/Illness - Left Knee; Injury recovery,Philadelphia 76ers,DET@PHI,10/28/2021
"Simmons, Ben",Out,Personal Reasons,Philadelphia 76ers,DET@PHI,10/28/2021
"Springer, Jaden",Out,G League - On Assignment,Philadelphia 76ers,DET@PHI,10/28/2021
"Cook, Tyler",Out,G League - Two-Way,Chicago Bulls,NYK@CHI,10/28/2021
"Dotson, Devon",Out,G League - Two-Way,Chicago Bulls,NYK@CHI,10/28/2021
"LaVine, Zach",Questionable,Injury/Illness - Left Thumb; Sprain,Chicago Bulls,NYK@CHI,10/28/2021
"Simonovic, Marko",Out,G League - On Assignment,Chicago Bulls,NYK@CHI,10/28/2021
"White, Coby",Out,Injury/Illness - Left Shoulder; Injury Management,Chicago Bulls,NYK@CHI,10/28/2021
"Noel, Nerlens",Questionable,Injury/Illness - Left Knee; Sore,New York Knicks,NYK@CHI,10/28/2021
"Samanic, Luka",Out,G League - Two-Way,New York Knicks,NYK@CHI,10/28/2021
"House Jr., Danuel",Out,Injury/Illness - Right Foot; Sprain,Houston Rockets,UTA@HOU,10/28/2021
"Mathews, Garrison",Out,G League - Two-Way,Houston Rockets,UTA@HOU,10/28/2021
"Nix, Daishen",Out,G League - Two-Way,Houston Rockets,UTA@HOU,10/28/2021
"Azubuike, Udoka",Out,G League - On Assignment,Utah Jazz,UTA@HOU,10/28/2021
"Bogdanovic, Bojan",Questionable,Injury/Illness - N/A; non-COVID illness,Utah Jazz,UTA@HOU,10/28/2021
"Gay, Rudy",Out,Injury/Illness - Right Heel; Injury Recovery,Utah Jazz,UTA@HOU,10/28/2021
"Oni, Miye",Questionable,Injury/Illness - N/A; non-COVID illness,Utah Jazz,UTA@HOU,10/28/2021
"Paschall, Eric",Questionable,Injury/Illness - N/A; Facial Infection,Utah Jazz,UTA@HOU,10/28/2021
"Brown, Sterling",Out,Injury/Illness - Left Ankle; Sprain,Dallas Mavericks,SAS@DAL,10/28/2021
"Burke, Trey",Out,Health and Safety Protocols,Dallas Mavericks,SAS@DAL,10/28/2021
"Marjanovic, Boban",Questionable,Injury/Illness - Low Back; Tightness,Dallas Mavericks,SAS@DAL,10/28/2021
"Porzingis, Kristaps",Out,Injury/Illness - Low Back; Tightness,Dallas Mavericks,SAS@DAL,10/28/2021
"Cacok, Devontae",Out,G League - Two-Way,San Antonio Spurs,SAS@DAL,10/28/2021
"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture,San Antonio Spurs,SAS@DAL,10/28/2021
"McDermott, Doug",Out,Injury/Illness - Right Knee; Inflammation,San Antonio Spurs,SAS@DAL,10/28/2021
"Primo, Joshua",Out,G League - On Assignment,San Antonio Spurs,SAS@DAL,10/28/2021
"Wieskamp, Joe",Out,G League - Two-Way,San Antonio Spurs,SAS@DAL,10/28/2021
"Kuminga, Jonathan",Out,Injury/Illness - Right Patellar Tendon; Strain,Golden State Warriors,MEM@GSW,10/28/2021
"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Injury Recovery,Golden State Warriors,MEM@GSW,10/28/2021
"Wiseman, James",Out,Injury/Illness - Right Knee; Injury Recovery,Golden State Warriors,MEM@GSW,10/28/2021
"Carter-Williams, Michael",Out,Injury/Illness - Left Ankle; Injury recovery,Orlando Magic,ORL@TOR,10/29/2021
"Fultz, Markelle",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@TOR,10/29/2021
"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@TOR,10/29/2021
"Moore, E'Twaun",Out,Injury/Illness - Left Knee; Sprain,Orlando Magic,ORL@TOR,10/29/2021
"Mulder, Mychal",Out,G League - Two-Way,Orlando Magic,ORL@TOR,10/29/2021
"Okeke, Chuma",Out,Injury/Illness - Right Hip; Bone bruise,Orlando Magic,ORL@TOR,10/29/2021
"Siakam, Pascal",Out,Injury/Illness - Left Shoulder; Injury recovery,Toronto Raptors,ORL@TOR,10/29/2021
"Watanabe, Yuta",Out,Injury/Illness - Left Calf; Strain,Toronto Raptors,ORL@TOR,10/29/2021
"Carey Jr., Vernon",Out,G League - On Assignment,Charlotte Hornets,CHA@MIA,10/29/2021
"Kulboka, Arnoldas",Out,G League - Two-Way,Charlotte Hornets,CHA@MIA,10/29/2021
"Lewis, Scottie",Out,G League - Two-Way,Charlotte Hornets,CHA@MIA,10/29/2021
"Rozier, Terry",Questionable,Injury/Illness - Right Ankle; Sprain,Charlotte Hornets,CHA@MIA,10/29/2021
"Thor, JT",Out,G League - On Assignment,Charlotte Hornets,CHA@MIA,10/29/2021
"Washington, P.J.",Doubtful,Injury/Illness - Right Knee; Sprain,Charlotte Hornets,CHA@MIA,10/29/2021
"Adebayo, Bam",Questionable,Injury/Illness - Left Knee; Bruise,Miami Heat,CHA@MIA,10/29/2021
"Garrett, Marcus",Out,G League - Two-Way,Miami Heat,CHA@MIA,10/29/2021
"Lowry, Kyle",Probable,Injury/Illness - Right Elbow; Bursitis,Miami Heat,CHA@MIA,10/29/2021
"Oladipo, Victor",Out,Injury/Illness - Right Knee; Injury recovery,Miami Heat,CHA@MIA,10/29/2021
"Claxton, Nic",Questionable,Injury/Illness - N/a; Illness (non-covid),Brooklyn Nets,IND@BKN,10/29/2021
"Irving, Kyrie",Out,Ineligible To Play,Brooklyn Nets,IND@BKN,10/29/2021
"Brogdon, Malcolm",Out,Injury/Illness - Left Hamstring; Sore,Indiana Pacers,IND@BKN,10/29/2021
"Jackson, Isaiah",Out,Injury/Illness - Left Knee; Injury,Indiana Pacers,IND@BKN,10/29/2021
"LeVert, Caris",Questionable,Injury/Illness - Back; Sore,Indiana Pacers,IND@BKN,10/29/2021
"Martin, Kelan",Out,Injury/Illness - Left Hamstring; Strain,Indiana Pacers,IND@BKN,10/29/2021
"Warren, T.J.",Out,Injury/Illness - Left Navicular; Fracture,Indiana Pacers,IND@BKN,10/29/2021
"Hart, Josh",Questionable,Injury/Illness - Right Quadriceps; Tendinosis,New Orleans Pelicans,SAC@NOP,10/29/2021
"Temple, Garrett",Doubtful,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,SAC@NOP,10/29/2021
"Williamson, Zion",Out,Injury/Illness - Right Foot; Fracture,New Orleans Pelicans,SAC@NOP,10/29/2021
"King, Louis",Out,G League - Two-Way,Sacramento Kings,SAC@NOP,10/29/2021
"Queta, Neemias",Out,G League - Two-Way,Sacramento Kings,SAC@NOP,10/29/2021
"Ramsey, Jahmi'us",Out,G League - On Assignment,Sacramento Kings,SAC@NOP,10/29/2021
"Woodard II, Robert",Out,G League - On Assignment,Sacramento Kings,SAC@NOP,10/29/2021
"Brown, Sterling",Out,Injury/Illness - Left Ankle; Sprain,Dallas Mavericks,DAL@DEN,10/29/2021
"Marjanovic, Boban",Probable,Injury/Illness - Low Back; Tightness,Dallas Mavericks,DAL@DEN,10/29/2021
"Porzingis, Kristaps",Out,Injury/Illness - Low Back; Tightness,Dallas Mavericks,DAL@DEN,10/29/2021
"Cancar, Vlatko",Out,Injury/Illness - Left Hip; Strain,Denver Nuggets,DAL@DEN,10/29/2021
"Jokic, Nikola",Questionable,Injury/Illness - Right Knee; Contusion,Denver Nuggets,DAL@DEN,10/29/2021
"Murray, Jamal",Out,Injury/Illness - Left Knee; Injury Recovery,Denver Nuggets,DAL@DEN,10/29/2021
"Boston Jr., Brandon",Out,G League - On Assignment,LA Clippers,LAC@POR,10/29/2021
"Ibaka, Serge",Out,Injury/Illness - Low Back; Injury Recovery,LA Clippers,LAC@POR,10/29/2021
"Johnson, Keon",Questionable,Injury/Illness - Illness; N/A,LA Clippers,LAC@POR,10/29/2021
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; ACL - injury recovery,LA Clippers,LAC@POR,10/29/2021
"Morris Sr., Marcus",Out,Injury/Illness - Left Knee; Injury Maintenance,LA Clippers,LAC@POR,10/29/2021
"Preston, Jason",Out,Injury/Illness - Right Foot; Injury Recovery,LA Clippers,LAC@POR,10/29/2021
"Powell, Norman",Questionable,Injury/Illness - Left Patellar; Tendinopathy,Portland Trail Blazers,LAC@POR,10/29/2021
"Snell, Tony",Out,Injury/Illness - Left Foot; Sprain,Portland Trail Blazers,LAC@POR,10/29/2021
"Fall, Tacko",Out,G League - Two-Way,Cleveland Cavaliers,CLE@LAL,10/29/2021
"Nembhard Jr., RJ",Out,G League - Two-Way,Cleveland Cavaliers,CLE@LAL,10/29/2021
"Okoro, Isaac",Out,Injury/Illness - Left Hamstring; Strain,Cleveland Cavaliers,CLE@LAL,10/29/2021
"Pangos, Kevin",Out,Personal Reasons,Cleveland Cavaliers,CLE@LAL,10/29/2021
"Ariza, Trevor",Out,Injury/Illness - Right Ankle; Injury recovery,Los Angeles Lakers,CLE@LAL,10/29/2021
"Davis, Anthony",Probable,Injury/Illness - Right Knee; Soreness,Los Angeles Lakers,CLE@LAL,10/29/2021
"Doumbouya, Sekou",Questionable,G League - Two-Way,Los Angeles Lakers,CLE@LAL,10/29/2021
"Ellington, Wayne",Questionable,Injury/Illness - Left Hamstring; Strain,Los Angeles Lakers,CLE@LAL,10/29/2021
"Horton-Tucker, Talen",Out,Injury/Illness - Right Thumb; Injury recovery,Los Angeles Lakers,CLE@LAL,10/29/2021
"Huff, Jay",Questionable,G League - Two-Way,Los Angeles Lakers,CLE@LAL,10/29/2021
"James, LeBron",Questionable,Injury/Illness - Right Ankle; Soreness,Los Angeles Lakers,CLE@LAL,10/29/2021
"Nunn, Kendrick",Out,Injury/Illness - Right Knee; Bone bruise,Los Angeles Lakers,CLE@LAL,10/29/2021
"Rondo, Rajon",Questionable,Injury/Illness - Right Ankle; Soreness,Los Angeles Lakers,CLE@LAL,10/29/2021
"Fernando, Bruno",Out,G League - On Assignment,Boston Celtics,BOS@WAS,10/30/2021
"Hauser, Sam",Out,G League - Two-Way,Boston Celtics,BOS@WAS,10/30/2021
"Langford, Romeo",Questionable,Injury/Illness - Left Calf; Tightness,Boston Celtics,BOS@WAS,10/30/2021
"Richardson, Josh",Probable,Injury/Illness - Low Back; Spasm,Boston Celtics,BOS@WAS,10/30/2021
"Smart, Marcus",Out,Injury/Illness - Illness; Non-COVID,Boston Celtics,BOS@WAS,10/30/2021
"Thomas, Brodric",Out,G League - Two-Way,Boston Celtics,BOS@WAS,10/30/2021
"Williams III, Robert",Questionable,Injury/Illness - Illness; Non-COVID,Boston Celtics,BOS@WAS,10/30/2021
"Bryant, Thomas",Out,Injury/Illness - Left Knee; Left ACL injury recovery,Washington Wizards,BOS@WAS,10/30/2021
"Gafford, Daniel",Doubtful,Injury/Illness - Right Quad; Right quad contusion,Washington Wizards,BOS@WAS,10/30/2021
"Gill, Anthony",Out,Injury/Illness - Right Calf; Right calf strain,Washington Wizards,BOS@WAS,10/30/2021
"Hachimura, Rui",Out,Not With Team,Washington Wizards,BOS@WAS,10/30/2021
"Winston, Cassius",Out,Injury/Illness - Left Hamstring; Left hamstring strain,Washington Wizards,BOS@WAS,10/30/2021
"Hart, Josh",Probable,Injury/Illness - Right Quadriceps; Tendinosis,New Orleans Pelicans,NYK@NOP,10/30/2021
"Hommes, Daulton",Out,Injury/Illness - Right Fibular; Stress Fracture,New Orleans Pelicans,NYK@NOP,10/30/2021
"Ingram, Brandon",Doubtful,Injury/Illness - Right Hip; Contusion,New Orleans Pelicans,NYK@NOP,10/30/2021
"Temple, Garrett",Out,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,NYK@NOP,10/30/2021
"Williamson, Zion",Out,Injury/Illness - Right Foot; Fracture,New Orleans Pelicans,NYK@NOP,10/30/2021
"Noel, Nerlens",Out,Injury/Illness - Left Knee; Sore,New York Knicks,NYK@NOP,10/30/2021
"Samanic, Luka",Out,G League - Two-Way,New York Knicks,NYK@NOP,10/30/2021
"Grant, Jerami",Probable,Injury/Illness - Right Oblique; Contusion,Detroit Pistons,ORL@DET,10/30/2021
"Livers, Isaiah",Out,Injury/Illness - Right Foot; Injury recovery,Detroit Pistons,ORL@DET,10/30/2021
"Smith, Chris",Out,G League - Two-Way,Detroit Pistons,ORL@DET,10/30/2021
"Carter-Williams, Michael",Out,Injury/Illness - Left Ankle; Injury recovery,Orlando Magic,ORL@DET,10/30/2021
"Fultz, Markelle",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@DET,10/30/2021
"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@DET,10/30/2021
"Moore, E'Twaun",Out,Injury/Illness - Left Knee; Sprain,Orlando Magic,ORL@DET,10/30/2021
"Okeke, Chuma",Probable,Injury/Illness - Right Hip; Bone bruise,Orlando Magic,ORL@DET,10/30/2021
"Bogdanovic, Bogdan",Probable,Injury/Illness - Right Ankle; Soreness,Atlanta Hawks,ATL@PHI,10/30/2021
"Okongwu, Onyeka",Out,Injury/Illness - Right Shoulder; Injury Recovery,Atlanta Hawks,ATL@PHI,10/30/2021
"Embiid, Joel",Available,Injury/Illness - Right Knee; Soreness,Philadelphia 76ers,ATL@PHI,10/30/2021
"Henry, Aaron",Out,G League - Two-Way,Philadelphia 76ers,ATL@PHI,10/30/2021
"Riller, Grant",Out,Injury/Illness - Left Knee; Injury recovery,Philadelphia 76ers,ATL@PHI,10/30/2021
"Simmons, Ben",Out,Personal Reasons,Philadelphia 76ers,ATL@PHI,10/30/2021
"Springer, Jaden",Out,G League - On Assignment,Philadelphia 76ers,ATL@PHI,10/30/2021
"Brogdon, Malcolm",Doubtful,Injury/Illness - Left Hamstring; Sore,Indiana Pacers,TOR@IND,10/30/2021
"Jackson, Isaiah",Out,Injury/Illness - Left Knee; Hyperextension,Indiana Pacers,TOR@IND,10/30/2021
"LeVert, Caris",Questionable,Injury/Illness - Back; Sore,Indiana Pacers,TOR@IND,10/30/2021
"Martin, Kelan",Out,Injury/Illness - Left Hamstring; Strain,Indiana Pacers,TOR@IND,10/30/2021
"Warren, T.J.",Out,Injury/Illness - Left Navicular; Fracture,Indiana Pacers,TOR@IND,10/30/2021
"Champagnie, Justin",Out,G League - Two-Way,Toronto Raptors,TOR@IND,10/30/2021
"Johnson, David",Out,G League - Two-Way,Toronto Raptors,TOR@IND,10/30/2021
"Siakam, Pascal",Out,Injury/Illness - Left Shoulder; Injury recovery,Toronto Raptors,TOR@IND,10/30/2021
"Watanabe, Yuta",Out,Injury/Illness - Left Calf; Strain,Toronto Raptors,TOR@IND,10/30/2021
"Anderson, Kyle",Questionable,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,MIA@MEM,10/30/2021
"Brooks, Dillon",Out,Injury/Illness - Left Hand; Fracture Recovery,Memphis Grizzlies,MIA@MEM,10/30/2021
"Adebayo, Bam",Questionable,Injury/Illness - Left knee; Bruise,Miami Heat,MIA@MEM,10/30/2021
"Garrett, Marcus",Out,G League - Two-Way,Miami Heat,MIA@MEM,10/30/2021
"Oladipo, Victor",Out,Injury/Illness - Right knee; Injury Recovery,Miami Heat,MIA@MEM,10/30/2021
"DiVincenzo, Donte",Out,Injury/Illness - Left Ankle; Injury recovery,Milwaukee Bucks,SAS@MIL,10/30/2021
"Holiday, Jrue",Out,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,SAS@MIL,10/30/2021
"Lopez, Brook",Out,Injury/Illness - Back; Soreness,Milwaukee Bucks,SAS@MIL,10/30/2021
"Portis, Bobby",Out,Return to Competition Reconditioning,Milwaukee Bucks,SAS@MIL,10/30/2021
"Cacok, Devontae",Out,G League - Two-Way,San Antonio Spurs,SAS@MIL,10/30/2021
"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture,San Antonio Spurs,SAS@MIL,10/30/2021
"McDermott, Doug",Out,Injury/Illness - Right Knee; Inflammation,San Antonio Spurs,SAS@MIL,10/30/2021
"Primo, Joshua",Out,G League - On Assignment,San Antonio Spurs,SAS@MIL,10/30/2021
"Wieskamp, Joe",Out,G League - Two-Way,San Antonio Spurs,SAS@MIL,10/30/2021
